hash_id,id,hn,sample_collection_date,date_of_submission,sex,species,submitted_sample,collect_method,vitek_id,bact_species,bact_genus,vet_read,vet_recommend,report_issued_date,filename,S/I/R_amikacin,S/I/R_amoxicillin/clavulanic acid,S/I/R_ampicillin,S/I/R_cefalexin,S/I/R_cefalotin,S/I/R_cefovecin,S/I/R_cefpodoxime,S/I/R_ceftiofur,S/I/R_chloramphenicol,S/I/R_doxycycline,S/I/R_enrofloxacin,S/I/R_esbl,S/I/R_gentamicin,S/I/R_imipenem,S/I/R_marbofloxacin,S/I/R_neomycin,S/I/R_nitrofurantoin,S/I/R_piperacillin,S/I/R_polymyxin b,S/I/R_pradofloxacin,S/I/R_rifampicin,S/I/R_tetracycline,S/I/R_tobramycin,S/I/R_trimethoprim/sulfamethoxazole,amikacin,amoxicillin/clavulanic acid,azithromycin,cefalexin,cefazolin,cefixime,cefovecin,cefpodoxime,ceftriaxone,chloramphenicol,clindamycin,doxycycline,enrofloxacin,fluconazole,fosfomycin,gentamicin,imipenem,marbofloxacin,metronidazole,minocycline,nitrofurantoin,piperacillin/tazobactam,polymyxin b,pradofloxacin,rifampicin,tetracycline,trimethoprim/sulfamethoxazole,vancomycin
-2439143341013885842,GN_1767,6019388,2019-10-22,2019-10-22,male,dog,urine,cystocentesis,GN,escherichia coli,escherichia,ผศ.สพ.ญ.ดร.นิภัทรา สวนไพรินทร์,ผศ.น.สพ.ดร.ภัทรรัฐ จันทร์ฉายทอง,2019-10-29,6019388_29.10.2019_GN.docx,I,R,R,R,R,R,R,R,I,R,R,-,R,R,R,S,S,,,R,,R,,R,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
-4335530202435407431,GN_254,5517925,2016-05-31,2016-06-06,unknown,dog,fistula,unknown,GN,pseudomonas aeruginosa,pseudomonas,อ.สพ.ญ.ดร.กมลทิพย์ ถึงรัตน์,อ.น.สพ.ดร.ภัทรรัฐ จันทร์ฉายทอง,2016-06-07,6_07_16_5517925.docx,S,R,R,R,,R,R,R,R,,R,,R,S,R,,R,S,S,,,R,R,R,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-990645534910919709,GN_1958,6203009,2019-03-10,2019-03-10,male,dog,urine,catheterization,GN,klebsiella pneumoniae ssp pneumoniae,klebsiella,ผศ.สพ.ญ.ดร.นิภัทรา สวนไพรินทร์,ผศ.น.สพ.ดร.ภัทรรัฐ จันทร์ฉายทอง,2019-03-14,6203009_14.03.2019_GN(2).docx,S,S,R,R,,R,R,R,R,,R,+,S,S,R,,S,R,,,,R,S,R,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
8002031267683617674,GN_673,6011724,2017-08-02,2017-08-02,male,cat,pleural effusion,unknown,GN,pasteurella canis,pasteurella,อ.สพ.ญ.ดร.นิภัทรา สวนไพรินทร์,ผศ.น.สพ.ดร.ภัทรรัฐ จันทร์ฉายทอง,2017-08-04,6011724_04.08.2017_GN.docx,S,S,,S,,S,S,S,S,,S,,I,S,S,,S,S,,,,,S,S,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-7202728175643836000,GN_2651,6210738,2020-03-13,2020-03-13,male,dog,other,unknown,GN,pseudomonas aeruginosa,pseudomonas,ผศ.สพ.ญ.ดร.นิภัทรา สวนไพรินทร์,ผศ.น.สพ.ดร.ภัทรรัฐ จันทร์ฉายทอง,2020-03-16,6210738_16.03.2020_GN_2020.docx,S,,,,,,,,,,R,,S,R,R,,,,,,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
-7023764781290692371,GN_1208,5710197,2018-07-27,2018-07-27,unknown,dog,ub mucosa,unknown,GN,enterobacter aerogenes,enterobacter,ผศ.สพ.ญ.ดร.นิภัทรา สวนไพรินทร์,ผศ.น.สพ.ดร.ภัทรรัฐ จันทร์ฉายทอง,2018-08-03,5710197_03.08.2018_GN.docx,S,R,,R,,S,S,S,S,,S,,S,I,S,,I,S,,,,S,S,S,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
-5458890519421486050,GN_1248,6111375,2018-08-08,2018-08-08,female,dog,urine,catheterization,GN,proteus mirabilis,proteus,ผศ.สพ.ญ.ดร.นิภัทรา สวนไพรินทร์,ผศ.น.สพ.ดร.ภัทรรัฐ จันทร์ฉายทอง,2018-08-15,6111375_15.08.2018_GN.docx,S,S,S,S,,S,S,S,S,,S,,S,,S,,R,S,,,,R,S,R,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-2900658481995251977,GN_617,6008695,2017-06-07,2017-06-07,unknown,cat,abdomen,unknown,GN,acinetobacter baumannii complex,acinetobacter,อ.สพ.ญ.ดร.นิภัทรา สวนไพรินทร์,ผศ.น.สพ.ดร.ภัทรรัฐ จันทร์ฉายทอง,2017-06-16,6008695_16.06.2017_GN.docx,,R,R,R,,R,R,R,R,,S,,S,S,S,,R,S,S,,S,S,S,S,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
5350312663653372855,GN_1776,6102045,2019-09-11,2019-09-11,female,dog,urine,cystocentesis,GN,escherichia coli,escherichia,ผศ.สพ.ญ.ดร.นิภัทรา สวนไพรินทร์,ผศ.น.สพ.ดร.ภัทรรัฐ จันทร์ฉายทอง,2019-09-16,6102045_16.09.2019_GN.docx,S,S,R,S,,S,S,S,I,,R,-,S,S,R,,S,S,,,,S,S,S,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
9124784321007032589,GN_803,6018676,2017-12-15,2017-12-15,female,dog,open wound,unknown,GN,aeromonas hydrophila,aeromonas,อ.สพ.ญ.ดร.นิภัทรา สวนไพรินทร์,ผศ.น.สพ.ดร.ภัทรรัฐ จันทร์ฉายทอง,2017-12-21,6018676_21.12.2017_GN.docx,S,S,R,R,,S,S,R,S,,S,,S,S,S,,S,I,,,,,S,S,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
-225252447772789692,GN_1624,5805531,2019-11-21,2019-11-21,male,dog,abdominal cavity,unknown,GN,escherichia coli,escherichia,ผศ.สพ.ญ.ดร.นิภัทรา สวนไพรินทร์,ผศ.น.สพ.ดร.ภัทรรัฐ จันทร์ฉายทอง,2019-11-26,5805531_26.11.2019_GN.docx,S,R,R,R,R,R,R,R,R,R,R,-,R,S,R,R,S,,,R,,R,,R,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
-1485243269154442406,GN_1425,6104625,2018-11-09,2018-11-09,male,dog,ear exudate,unknown,GN,proteus mirabilis,proteus,ผศ.สพ.ญ.ดร.นิภัทรา สวนไพรินทร์,ผศ.น.สพ.ดร.ภัทรรัฐ จันทร์ฉายทอง,2018-11-15,6104625_15.11.2018_GN_Lt.docx,S,S,S,R,,S,S,S,S,,S,,S,,S,,R,S,,,,R,S,S,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
-3185178495145744681,GN_624,6009383,2017-07-06,2017-07-06,female,dog,mass,unknown,GN,proteus mirabilis,proteus,อ.สพ.ญ.ดร.นิภัทรา สวนไพรินทร์,ผศ.น.สพ.ดร.ภัทรรัฐ จันทร์ฉายทอง,2017-07-14,6009383_14.07.2017_GN.docx,S,S,R,S,,S,S,S,S,,S,,S,,S,,R,R,,,,R,S,S,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
8956441201774237606,GN_1090,5908740,2018-05-28,2018-05-28,male,cat,abdominal cavity,unknown,GN,aeromonas hydrophila,aeromonas,ผศ.สพ.ญ.ดร.นิภัทรา สวนไพรินทร์,ผศ.น.สพ.ดร.ภัทรรัฐ จันทร์ฉายทอง,2018-06-01,5908740_01.06.2018_GN.docx,S,I,,,,,,,S,,I,,S,S,S,,,,,,,S,,S,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
-928252184466166706,GN_2773,6305805,2020-05-23,2020-05-23,male,dog,urine,catheterization,GN,escherichia coli,escherichia,ผศ.สพ.ญ.ดร.นิภัทรา สวนไพรินทร์,ผศ.น.สพ.ดร.ภัทรรัฐ จันทร์ฉายทอง,2020-05-28,6305805_28.05.2020_GN_2020.docx,S,S,S,S,S,S,S,S,I,R,S,-,S,S,S,S,S,,,S,,R,,S,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
-2286250813519856704,GN_2797,5517759,2020-09-18,2020-09-18,female,dog,urine,catheterization,GN,proteus mirabilis,proteus,ผศ.สพ.ญ.ดร.นิภัทรา สวนไพรินทร์,ผศ.น.สพ.ดร.ภัทรรัฐ จันทร์ฉายทอง,2020-09-22,5517759_22.09.2020_GN_2020.docx,S,I,R,R,S,S,S,I,R,R,R,,R,R,R,R,R,,,R,,R,,R,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-3614682908436274424,GN_3232,6400462,2021-01-13,2021-01-13,female,cat,other,unknown,GN,pasteurella multocida,pasteurella,ผศ.สพ.ญ.ดร.นิภัทรา สวนไพรินทร์,ผศ.น.สพ.ดร.ภัทรรัฐ จันทร์ฉายทอง,2021-01-19,6400462_19.01.2021_GN_2021.docx,,S,S,S,,,S,S,S,,S,,S,S,S,S,,,,S,,S,,,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
1777191214222417598,GN_613,6008412,2017-10-06,2017-10-06,female,cat,nasal mucosa,unknown,GN,pasteurella canis,pasteurella,อ.สพ.ญ.ดร.นิภัทรา สวนไพรินทร์,ผศ.น.สพ.ดร.ภัทรรัฐ จันทร์ฉายทอง,2017-10-12,6008412_12.10.2017_GN .docx,S,S,,S,,S,S,S,S,,S,,S,S,S,,S,S,,,,,S,S,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1371681976692185974,GN_350,5712291,2017-02-06,2017-02-06,unknown,cat,other,unknown,GN,klebsiella pneumoniae ssp pneumoniae,klebsiella,อ.สพ.ญ.ดร.นิภัทรา สวนไพรินทร์,อ.น.สพ.ดร.ภัทรรัฐ จันทร์ฉายทอง,2017-02-10,5712291_10.02.2017_GN.docx,S,S,R,S,,S,S,S,S,,S,-,S,I,S,,I,R,,,,S,S,S,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-7150317467326093047,GN_1462,6116343,2018-11-21,2018-11-21,female,dog,other,unknown,GN,aeromonas sobria,aeromonas,ผศ.สพ.ญ.ดร.นิภัทรา สวนไพรินทร์,ผศ.น.สพ.ดร.ภัทรรัฐ จันทร์ฉายทอง,2018-11-27,6116343_27.11.2018_GN.docx,S,S,,,,,,,S,,S,,S,S,S,,,,,,,R,,S,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
-832898285692525379,GN_2274,6213099,2019-10-07,2019-10-07,male,cat,wound,unknown,GN,aeromonas hydrophila,aeromonas,ผศ.สพ.ญ.ดร.นิภัทรา สวนไพรินทร์,ผศ.น.สพ.ดร.ภัทรรัฐ จันทร์ฉายทอง,2019-10-16,6213099_16.10.2019_GN.docx,S,I,,,,,,,S,,S,,S,S,S,,,,,,,S,,S,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
6338659410515181657,GN_2047,6206061,2019-05-10,2019-05-10,male,cat,abdominal cavity,unknown,GN,pseudomonas mendocina,pseudomonas,ผศ.สพ.ญ.ดร.นิภัทรา สวนไพรินทร์,ผศ.น.สพ.ดร.ภัทรรัฐ จันทร์ฉายทอง,2019-05-21,6206061_21.05.2019_GN.docx,S,,,,,,,,I,,S,,S,S,S,,,S,,,,S,S,S,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
6472511990742086182,GN_2474,อ.สพ.ญ.มธุรวันต์ (แบม แบม),2019-01-09,2019-01-11,female,dog,other,unknown,GN,proteus mirabilis,proteus,ผศ.สพ.ญ.ดร.นิภัทรา สวนไพรินทร์,ผศ.น.สพ.ดร.ภัทรรัฐ จันทร์ฉายทอง,2019-01-15,อ.สพ.ญ.มธุรวันต์_15.01.2019_GN.docx,S,S,R,S,,S,S,S,R,,R,,R,,R,,R,S,,,,R,I,R,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-4732012315687104173,GN_2339,6215141,2019-11-20,2019-11-20,female,dog,open wound,unknown,GN,yersinia kristensenii,yersinia,ผศ.สพ.ญ.ดร.นิภัทรา สวนไพรินทร์,ผศ.น.สพ.ดร.ภัทรรัฐ จันทร์ฉายทอง,2019-11-25,6215141_25.11.2019_GN.docx,R,S,S,I,S,S,S,S,S,S,I,,S,S,I,S,S,,,S,,S,,S,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
8310740235269899938,GN_35,5600141,2016-12-20,2016-12-20,unknown,dog,urine,catheterization,GN,escherichia coli,escherichia,อ.สพ.ญ.ดร.นิภัทรา สวนไพรินทร์,อ.น.สพ.ดร.ภัทรรัฐ จันทร์ฉายทอง,2016-12-26,5600141_26.12.2016_GN.docx,S,S,R,R,,S,S,S,S,,R,-,S,S,R,,S,R,,,,R,S,R,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-1162176366123371836,GN_628,6009613,2017-12-05,2017-12-05,male,dog,urine,catheterization,GN,klebsiella pneumoniae ssp pneumoniae,klebsiella,อ.สพ.ญ.ดร.นิภัทรา สวนไพรินทร์,ผศ.น.สพ.ดร.ภัทรรัฐ จันทร์ฉายทอง,2017-12-12,6009613_12.12.2017_GN.docx,R,R,R,R,,R,R,R,R,,R,+,R,S,R,,R,R,,,,R,R,R,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
-1040082536963712204,GN_3405,6306239,2020-06-24,2020-06-24,male,dog,ub mucosa,unknown,GN,escherichia coli,escherichia,ผศ.สพ.ญ.ดร.นิภัทรา สวนไพรินทร์,ผศ.น.สพ.ดร.ภัทรรัฐ จันทร์ฉายทอง,2020-06-26,6306239_26.06.2020_GN_2020.docx,S,S,S,S,S,S,S,S,S,S,S,-,S,S,S,S,S,,,S,,S,,S,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
8731526510967771775,GN_1728,6006008,2019-10-25,2019-10-25,male,cat,urine,catheterization,GN,enterobacter cloacae complex,enterobacter,ผศ.สพ.ญ.ดร.นิภัทรา สวนไพรินทร์,ผศ.น.สพ.ดร.ภัทรรัฐ จันทร์ฉายทอง,2019-10-31,6006008_31.10.2019_GN.docx,S,R,,R,R,I,R,S,S,S,S,,S,I,S,S,S,,,S,,S,,S,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
6743467307957787330,GN_186,5916428,2016-11-21,2016-11-21,male,dog,other,unknown,GN,burkholderia cepacia,burkholderia,อ.สพ.ญ.ดร.นิภัทรา สวนไพรินทร์,อ.น.สพ.ดร.ภัทรรัฐ จันทร์ฉายทอง,2016-12-06,5916428_06.12.2016_GN.docx,R,R,R,R,,R,R,R,R,,R,,R,R,S,,R,S,,,,R,R,S,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2270298051195753602,GN_3278,Exvetlab (A103),2021-01-20,2021-01-20,female,dog,ear swab,unknown,GN,pseudomonas aeruginosa,pseudomonas,ผศ.สพ.ญ.ดร.นิภัทรา สวนไพรินทร์,ผศ.น.สพ.ดร.ภัทรรัฐ จันทร์ฉายทอง,2021-01-21,Exvetlab (A103)_22.01.2021_GN_2021.docx,S,,,,,,,,,,I,,I,S,I,,,,,,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2037942079350332904,GN_2620,6302459,2020-02-25,2020-02-25,female,cat,open wound,unknown,GN,escherichia coli,escherichia,ผศ.สพ.ญ.ดร.นิภัทรา สวนไพรินทร์,ผศ.น.สพ.ดร.ภัทรรัฐ จันทร์ฉายทอง,2020-03-02,6302459_02.03.2020_GN_2020.docx,S,S,S,R,R,S,S,S,S,S,S,-,S,S,S,S,S,,,S,,S,,S,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
-8199176370125007416,GN_1536,รพส.สวนหลวงสัตวแพทย์,,,female,cat,urine,cystocentesis,GN,shigella sonnei,shigella,ผศ.สพ.ญ.ดร.นิภัทรา สวนไพรินทร์,ผศ.น.สพ.ดร.ภัทรรัฐ จันทร์ฉายทอง,2018-12-04,รพส.สวนหลวงสัตวแพทย์_04.12.2018_GN_ส้มส้ม.docx,S,R,R,I,,R,S,S,I,,R,,R,S,R,,S,S,,,,S,R,R,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2729931739034360112,GN_2038,6205857,2019-05-04,2019-05-04,male,dog,prostate,unknown,GN,enterobacter cloacae complex,enterobacter,ผศ.สพ.ญ.ดร.นิภัทรา สวนไพรินทร์,ผศ.น.สพ.ดร.ภัทรรัฐ จันทร์ฉายทอง,2019-05-14,6205857_14.05.2019_GN.docx,S,R,,R,,I,S,S,S,,S,,S,S,S,,S,S,,,,S,S,S,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
4178717371981067117,GN_2056,6206386,2019-05-17,2019-05-17,female,cat,open wound,unknown,GN,sphingomonas thalpophilum,sphingomonas,ผศ.สพ.ญ.ดร.นิภัทรา สวนไพรินทร์,ผศ.น.สพ.ดร.ภัทรรัฐ จันทร์ฉายทอง,2019-05-24,6206386_24.05.2019_GN.docx,R,,,,,,,,R,,S,,R,I,S,,,R,,,,I,R,S,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
-1480184801488642686,GN_194,5917069,2016-11-28,2016-11-28,male,dog,other,unknown,GN,pseudomonas aeruginosa,pseudomonas,อ.สพ.ญ.ดร.นิภัทรา สวนไพรินทร์,อ.น.สพ.ดร.ภัทรรัฐ จันทร์ฉายทอง,2016-12-06,5917069_06.12.2016_GN.docx,S,R,R,R,,R,R,R,R,,S,,S,S,S,,R,S,S,,,R,S,R,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
4115593303294803693,GN_1630,5810444,2019-09-09,2019-09-09,female,dog,swab,unknown,GN,sphingomonas paucimobilis,sphingomonas,ผศ.สพ.ญ.ดร.นิภัทรา สวนไพรินทร์,ผศ.น.สพ.ดร.ภัทรรัฐ จันทร์ฉายทอง,2019-09-24,5810444_24.09.2019_GN_Disk Diffusion Test.docx,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
-7051324385973154624,GN_1862,6117286,2019-03-04,2019-03-04,female,cat,ear canal,unknown,GN,proteus mirabilis,proteus,ผศ.สพ.ญ.ดร.นิภัทรา สวนไพรินทร์,ผศ.น.สพ.ดร.ภัทรรัฐ จันทร์ฉายทอง,2019-03-08,6117286_08.03.2019_GN.docx,S,S,S,I,,S,S,S,S,,S,,S,,S,,R,S,,,,R,S,S,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
-8122858218805222518,GN_212,5919193,2016-12-07,2016-12-07,male,cat,other,unknown,GN,enterobacter cloacae complex,enterobacter,อ.สพ.ญ.ดร.นิภัทรา สวนไพรินทร์,อ.น.สพ.ดร.ภัทรรัฐ จันทร์ฉายทอง,2016-12-15,5919193_15.12.2016_GN.docx,S,R,,R,,I,S,S,I,,S,,S,S,S,,I,S,,,,S,S,S,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
-3758341853235619822,GN_1775,6101755,2019-08-28,2019-08-28,female,dog,urine,cystocentesis,GN,escherichia coli,escherichia,ผศ.สพ.ญ.ดร.นิภัทรา สวนไพรินทร์,ผศ.น.สพ.ดร.ภัทรรัฐ จันทร์ฉายทอง,2019-09-02,6101755_02.09.2019_GN.docx,S,R,R,S,,I,S,S,I,,R,-,S,S,R,,I,R,,,,R,S,S,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
-7253590763794276393,GN_859,6100251,2018-01-06,2018-01-06,female,dog,open wound,unknown,GN,pseudomonas aeruginosa,pseudomonas,อ.สพ.ญ.ดร.นิภัทรา สวนไพรินทร์,ผศ.น.สพ.ดร.ภัทรรัฐ จันทร์ฉายทอง,2018-01-11,6100251_11.01.2018_GN.docx,S,R,R,R,,R,R,R,R,,S,,S,S,S,,R,S,S,,,R,S,R,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
3239161654719512289,GN_3003,6304648,2020-07-24,2020-07-24,female,dog,other,unknown,GN,acinetobacter baylyi,acinetobacter,ผศ.สพ.ญ.ดร.นิภัทรา สวนไพรินทร์,ผศ.น.สพ.ดร.ภัทรรัฐ จันทร์ฉายทอง,2020-08-03,6304648_03.08.2020_GN_2020.docx,S,,,,,,,,,S,S,,S,S,S,,,,,,,S,,S,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
2576318096446086239,GN_609,6008234,2017-05-30,2017-05-30,male,cat,wound,unknown,GN,enterobacter cloacae complex,enterobacter,อ.สพ.ญ.ดร.นิภัทรา สวนไพรินทร์,ผศ.น.สพ.ดร.ภัทรรัฐ จันทร์ฉายทอง,2017-06-02,6008234_02.06.2017_GN.docx,S,R,,R,,S,R,S,I,,S,,S,S,S,,I,S,,,,S,S,S,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
-1118858376223380806,GN_1470,รพส.ทองหล่อ พระราม 9,2018-11-08,2018-11-09,unknown,dog,swab,unknown,GN,pseudomonas aeruginosa,pseudomonas,ผศ.สพ.ญ.ดร.นิภัทรา สวนไพรินทร์,ผศ.น.สพ.ดร.ภัทรรัฐ จันทร์ฉายทอง,2018-11-14,รพส.ทองหล่อ พระราม 9 (โบตัน)_14.11.2018_GN.docx,S,,,,,,,,,,I,,S,S,S,,,S,,,,,S,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
5062525729428000035,GN_3090,6310142,2020-09-08,2020-09-08,female,dog,open wound,unknown,GN,pseudomonas aeruginosa,pseudomonas,ผศ.สพ.ญ.ดร.นิภัทรา สวนไพรินทร์,ผศ.น.สพ.ดร.ภัทรรัฐ จันทร์ฉายทอง,2020-09-11,6310142_11.09.2020_GN_2020.docx,S,,,,,,,,,,I,,S,S,S,,,,,,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
6777871444654739383,GN_2078,6207047,2019-06-03,2019-06-03,male,dog,open wound,unknown,GN,escherichia coli,escherichia,ผศ.สพ.ญ.ดร.นิภัทรา สวนไพรินทร์,ผศ.น.สพ.ดร.ภัทรรัฐ จันทร์ฉายทอง,2019-06-07,6207047(2)_07.06.2019_GN.docx,S,R,R,R,,S,S,S,S,,R,-,R,S,R,,S,R,,,,S,I,S,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8664945996924904762,GN_1456,6115923,2018-11-13,2018-11-13,unknown,cat,abdominal cavity,unknown,GN,pseudomonas aeruginosa,pseudomonas,ผศ.สพ.ญ.ดร.นิภัทรา สวนไพรินทร์,ผศ.น.สพ.ดร.ภัทรรัฐ จันทร์ฉายทอง,2018-11-20,6115923_20.11.2018_GN.docx,S,,,,,,,,,,I,,S,I,S,,,S,,,,,S,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
-5879866003685147474,GN_713,6014483,2017-09-26,2017-09-26,female,cat,pleural effusion,unknown,GN,pasteurella canis,pasteurella,อ.สพ.ญ.ดร.นิภัทรา สวนไพรินทร์,ผศ.น.สพ.ดร.ภัทรรัฐ จันทร์ฉายทอง,2017-09-28,6014483_28.09.2017_GN .docx,S,S,,S,,S,S,S,S,,S,,S,S,S,,S,S,,,,,S,S,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-4233526353696590448,GN_668,6011279,2017-08-08,2017-08-08,male,dog,ub mucosa,unknown,GN,pseudomonas aeruginosa,pseudomonas,อ.สพ.ญ.ดร.นิภัทรา สวนไพรินทร์,ผศ.น.สพ.ดร.ภัทรรัฐ จันทร์ฉายทอง,2017-08-16,6011279_16.08.2017_GN.docx,S,R,R,R,,R,R,R,R,,I,,S,S,S,,R,S,S,,,R,S,R,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
3858741557845003717,GN_3248,6403446,2021-03-23,2021-03-23,male,cat,urine,other,GN,pseudomonas aeruginosa,pseudomonas,ผศ.สพ.ญ.ดร.นิภัทรา สวนไพรินทร์,ผศ.น.สพ.ดร.ภัทรรัฐ จันทร์ฉายทอง,2021-03-29,6403446_29.03.2021_GN_2021.docx,S,,,,,R,,R,,,I,,S,S,S,,,,,,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
-1680805536821222228,GN_853,6019370,2017-12-29,2017-12-29,female,cat,exudate,unknown,GN,klebsiella pneumoniae ssp pneumoniae,klebsiella,อ.สพ.ญ.ดร.นิภัทรา สวนไพรินทร์,ผศ.น.สพ.ดร.ภัทรรัฐ จันทร์ฉายทอง,2018-01-08,6019370_08.01.2018_GN.docx,S,S,R,S,,S,S,S,S,,S,-,S,S,S,,S,S,,,,S,S,S,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
-8224638015913246367,GN_852,6019348,2017-12-29,2017-12-29,male,dog,urine,catheterization,GN,klebsiella oxytoca,klebsiella,อ.สพ.ญ.ดร.นิภัทรา สวนไพรินทร์,ผศ.น.สพ.ดร.ภัทรรัฐ จันทร์ฉายทอง,2018-01-08,6019348_08.01.2018_GN.docx,S,R,R,R,,R,R,R,R,,R,-,R,S,R,,S,R,,,,R,R,S,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
