id,hn,species,submitted_sample,collect_method,vitek_id,bact_species_1,bact_family,amikacin,amoxicillin/clavulanic acid,ampicillin,cefalexin,cefalotin,cefovecin,cefpodoxime,ceftiofur,chloramphenicol,doxycycline,enrofloxacin,esbl,gentamicin,imipenem,marbofloxacin,neomycin,nitrofurantoin,piperacillin,polymyxin b,pradofloxacin,rifampin,tetracycline,tobramycin,trimethoprim/sulfamethoxazole,answer0,answer1,answer2,answer3,answer4,answer5,answer6,answer7,answer8,answer9,answer10,answer11,answer12,ans_trimethoprim/sulfamethoxazole,ans_marbofloxacin,ans_cefovecin,ans_amoxicillin/clavulanic acid,ans_amikacin,ans_imipenem,ans_enrofloxacin,ans_cefalexin,ans_nitrofurantoin,ans_gentamicin,ans_doxycycline,ans_cefixime,ans_fosfomycin,ans_ceftriaxone,ans_piperacillin,ans_pradofloxacin,ans_metronidazole,ans_cefazolin,ans_colistin (polymyxin e),ans_tetracycline,ans_clindamycin,filename
--	ยาต้านจุลชีพที่แนะนำ ตามลำดับ ได้แก่
	--	Amikacin 15 mg/kg q24h SC, IM for at least 10 days หรือให้ยาต่อเนื่องจนอาการหายสนิท และให้ยาต่อไปอีก 1-2 สัปดาห์ (ควร monitor ไตและภาวะแห้งน้ำของแมว ไม่ควรใช้ยานี้หากแมวมีความผิดปกติของไตหรือเกิดภาวะแห้งน้ำ เนื่องจากจะทำให้เกิดความเป็นพิษต่อไตมากขึ้น)
	--	Gentamicin 6 mg/kg q24h SC, IM for at least 10 days หรือให้ยาต่อเนื่องจนอาการหายสนิท และให้ยาต่อไปอีก 1-2 สัปดาห์ (ควร monitor ไตและภาวะแห้งน้ำของแมว ไม่ควรใช้ยานี้หากแมวมีความผิดปกติของไตหรือเกิดภาวะแห้งน้ำ เนื่องจากจะทำให้เกิดความเป็นพิษต่อไตมากขึ้น)
	--	Imipenem 10 mg/kg q8h IV infusion over 20-60 minutes for at least 10 days หรือให้ยาต่อเนื่องจนอาการหายสนิท และให้ยาต่อไปอีก 1-2 สัปดาห์
ผศ.สพ.ญ.ดร.นิภัทรา สวนไพรินทร์, ผศ.น.สพ.ดร.ภัทรรัฐ จันทร์ฉายทอง ผู้ทำการอ่านผลและแนะนำ 26 พฤศจิกายน พ.ศ.2562","รวจห้องปฏิบัติการจุลชีววิทยา 
		Results of Antimicrobial Susceptibility Testing (AST)
		HN 6215178 Clinician สพ.ญ.ลัทธพร                                    
		รายงานผลตรวจห้องปฏิบัติการจุลชีววิทยา 
		Results of Antimicrobial Susceptibility Testing (AST)
		HN 6215178 Clinician สพ.ญ.ลัทธพร                                    
----media/image2.png----
1)	ข้อมูลการส่ง และประวัติของตัวอย่าง	
Date of sample collection
21 Nov 2019
Date of submission
21 Nov 2019
Owner
โรงพยาบาลสัตว์อนุรักษ์เมตตาสัตว์
Patient
จากัวร์ 
Species
Cat
Breed
Domestic Shorthair (DSH)
Sex
Male
Birth date
Year 2019
2)	ข้อมูลห้องปฏิบัติการ
Submitted sample
Urine
Method of collection
Cystocentesis
VITEK ID/AST card
GN/GN-AST
Isolate No.
MIC2473/2019
3)	ผลจากห้องปฏิบัติการ (Vitek®):	
Bacterial Species identification
Pseudomonas aeruginosa (6.8x105 CFU/ml)
Antimicrobials
Results
MIC
S/I/R
ESBL
NA
NA
Ampicillin
NA
NA
Amoxicillin/clavulanic acid
NA
NA
Cephalexin
NA
NA
Cephalothin
NA
NA
Cefpodoxime
NA
NA
Cefovecin
NA
NA
Ceftiofur
NA
NA
Imipenem
2
S
Amikacin
<=2
S
Antimicrobials
Results
MIC
S/I/R
Gentamicin
<=1
S
Neomycin
NA
NA
Enrofloxacin
>=4
R
Marbofloxacin
>=4
R
Pradofloxacin
NA
NA
Doxycycline
NA
NA
Tetracycline
NA
NA
Nitrofurantoin
NA
NA
Chloramphenicol
NA
NA
Sulfamethoxazole/trimethoprim
NA
NA
4)	Recommendation of antimicrobial choices
Bacterial Species identification
Pseudomonas aeruginosa
--	จากการทำ urine quantitative culture บ่งชี้ว่าเป็น UTI
--	ยาต้านจุลชีพที่แนะนำ ตามลำดับ ได้แก่
	--	Amikacin 15 mg/kg q24h SC, IM for at least 10 days หรือให้ยาต่อเนื่องจนอาการหายสนิท และให้ยาต่อไปอีก 1-2 สัปดาห์ (ควร monitor ไตและภาวะแห้งน้ำของแมว ไม่ควรใช้ยานี้หากแมวมีความผิดปกติของไตหรือเกิดภาวะแห้งน้ำ เนื่องจากจะทำให้เกิดความเป็นพิษต่อไตมากขึ้น)
	--	Gentamicin 6 mg/kg q24h SC, IM for at least 10 days หรือให้ยาต่อเนื่องจนอาการหายสนิท และให้ยาต่อไปอีก 1-2 สัปดาห์ (ควร monitor ไตและภาวะแห้งน้ำของแมว ไม่ควรใช้ยานี้หากแมวมีความผิดปกติของไตหรือเกิดภาวะแห้งน้ำ เนื่องจากจะทำให้เกิดความเป็นพิษต่อไตมากขึ้น)
	--	Imipenem 10 mg/kg q8h IV infusion over 20-60 minutes for at least 10 days หรือให้ยาต่อเนื่องจนอาการหายสนิท และให้ยาต่อไปอีก 1-2 สัปดาห์
ผศ.สพ.ญ.ดร.นิภัทรา สวนไพรินทร์, ผศ.น.สพ.ดร.ภัทรรัฐ จันทร์ฉายทอง ผู้ทำการอ่านผลและแนะนำ 26 พฤศจิกายน พ.ศ.2562",pseudomonas aeruginosa,pseudomonas,S,,,,,,,,,,R,,S,S,R,,,,,,,,,,amikacin,gentamicin,imipenem,,,,,,,,,,,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,
2160,6215206,cat,Lt ear wound,"NA
VITEK ID/AST card
GN/GN-AST
Isolate No.
MIC2542/2019
3)	ผลจากห้องปฏิบัติการ (Vitek®):	
Bacterial Species identification
 Pseudomonas oleovorans
Antimicrobials
Results
MIC
S/I/R
ESBL
TRM
NA
Ampicillin
TRM
NA
Amoxicillin/clavulanic acid
TRM
NA
Cephalexin
TRM
NA
Cephalothin
TRM
NA
Cefpodoxime
TRM
NA
Cefovecin
TRM
NA
Ceftiofur
TRM
NA
Imipenem
TRM
NA
Amikacin
TRM
NA
Antimicrobials
Results
MIC
S/I/R
Gentamicin
TRM
NA
Neomycin
TRM
NA
Enrofloxacin
TRM
NA
Marbofloxacin
TRM
NA
Pradofloxacin
TRM
NA
Doxycycline
TRM
NA
Tetracycline
TRM
NA
Nitrofurantoin
TRM
NA
Chloramphenicol
TRM
NA
Sulfamethoxazole/trimethoprim
TRM
NA
4)	Recommendation of antimicrobial choices
Bacterial Species identification
Pseudomonas oleovorans
--	ชุดทดสอบ Vitek ไม่รองรับการทดสอบความไวรับของเชื้อนี้ ส่งผลกลับไปทำ disk diffusion test
--		ผลความไวรับเชื้อแสดงความไวรับต่อยาจาก disk diffusion test แสดงดังนี้ Amikacin (26 mm), Gentamicin (24 mm), Imipenem (28 mm), Enrofloxacin (25 mm), Marbofloxacin (26 mm), Sulfamethoxazole/trimethoprim (25 mm), Doxycycline (25 mm)
--	แนะนำให้ทำความสะอาดช่องหูวันละ 1 ครั้ง ด้วยน้ำยาล้างหูที่มี antiseptics เป็นส่วนประกอบที่มีคุณสมบัติในการทำลายเชื้อและ biofilm ของเชื้อ หรือ Tris EDTA ทิ้งไว้ 20-30 นาที แล้วจึงหยอดยาหยอดหูที่มีส่วนประกอบของยาต้านจุลชีพ เช่น gentamicin หรือ marbofloxacin 
--	ในกรณีที่มีการอักเสบติดเชื้อรุนแรง ติดเชื้อที่ช่องหูส่วนกลาง หรือเสี่ยงต่อการติดเชื้อตามระบบ ยาต้านจุลชีพที่แนะนำ ตามลำดับ ได้แก่
	--		Sulfamethoxazole/trimethoprim 30 mg/kg q12h PO AC for 10-14 days หรือให้ยาต่อเนื่องจนอาการหายสนิท และให้ยาต่อไปอีก 1-2 สัปดาห์
	--	Enrofloxacin 5 mg/kg q24h PO AC for 10-14 days หรือให้ยาต่อเนื่องจนอาการหายสนิท และให้ยาต่อไปอีก 1-2 สัปดาห์ 
	--		Marbofloxacin 5.5-11 mg/kg q24h PO AC for 10-14 days หรือให้ยาต่อเนื่องจนอาการหายสนิท และให้ยาต่อไปอีก 1-2 สัปดาห์
ผศ.สพ.ญ.ดร.นิภัทรา สวนไพรินทร์, ผศ.น.สพ.ดร.ภัทรรัฐ จันทร์ฉายทอง ผู้ทำการอ่านผลและแนะนำ 18 ธันวาคม พ.ศ.2562","รวจห้องปฏิบัติการจุลชีววิทยา 
		Results of Antimicrobial Susceptibility Testing (AST)
		HN 6215206 Clinician สพ.ญ.สิริกานต์
		รายงานผลตรวจห้องปฏิบัติการจุลชีววิทยา 
		Results of Antimicrobial Susceptibility Testing (AST)
		HN 6215206 Clinician สพ.ญ.สิริกานต์
----media/image2.png----
1)	ข้อมูลการส่ง และประวัติของตัวอย่าง	
Date of sample collection
 29 Nov 2019
Date of submission
29 Nov 2019
Owner
จารุวรรณ เดชเจริญ
Patient
เสือ
Species
Cat
Breed
Domestic Shorthair (DSH)
Sex
Male
Birth date
Year 2014
2)	ข้อมูลห้องปฏิบัติการ
Submitted sample
Lt ear wound
Method of collection
NA
VITEK ID/AST card
GN/GN-AST
Isolate No.
MIC2542/2019
3)	ผลจากห้องปฏิบัติการ (Vitek®):	
Bacterial Species identification
 Pseudomonas oleovorans
Antimicrobials
Results
MIC
S/I/R
ESBL
TRM
NA
Ampicillin
TRM
NA
Amoxicillin/clavulanic acid
TRM
NA
Cephalexin
TRM
NA
Cephalothin
TRM
NA
Cefpodoxime
TRM
NA
Cefovecin
TRM
NA
Ceftiofur
TRM
NA
Imipenem
TRM
NA
Amikacin
TRM
NA
Antimicrobials
Results
MIC
S/I/R
Gentamicin
TRM
NA
Neomycin
TRM
NA
Enrofloxacin
TRM
NA
Marbofloxacin
TRM
NA
Pradofloxacin
TRM
NA
Doxycycline
TRM
NA
Tetracycline
TRM
NA
Nitrofurantoin
TRM
NA
Chloramphenicol
TRM
NA
Sulfamethoxazole/trimethoprim
TRM
NA
4)	Recommendation of antimicrobial choices
Bacterial Species identification
Pseudomonas oleovorans
--	ชุดทดสอบ Vitek ไม่รองรับการทดสอบความไวรับของเชื้อนี้ ส่งผลกลับไปทำ disk diffusion test
--		ผลความไวรับเชื้อแสดงความไวรับต่อยาจาก disk diffusion test แสดงดังนี้ Amikacin (26 mm), Gentamicin (24 mm), Imipenem (28 mm), Enrofloxacin (25 mm), Marbofloxacin (26 mm), Sulfamethoxazole/trimethoprim (25 mm), Doxycycline (25 mm)
--	แนะนำให้ทำความสะอาดช่องหูวันละ 1 ครั้ง ด้วยน้ำยาล้างหูที่มี antiseptics เป็นส่วนประกอบที่มีคุณสมบัติในการทำลายเชื้อและ biofilm ของเชื้อ หรือ Tris EDTA ทิ้งไว้ 20-30 นาที แล้วจึงหยอดยาหยอดหูที่มีส่วนประกอบของยาต้านจุลชีพ เช่น gentamicin หรือ marbofloxacin 
--	ในกรณีที่มีการอักเสบติดเชื้อรุนแรง ติดเชื้อที่ช่องหูส่วนกลาง หรือเสี่ยงต่อการติดเชื้อตามระบบ ยาต้านจุลชีพที่แนะนำ ตามลำดับ ได้แก่
	--		Sulfamethoxazole/trimethoprim 30 mg/kg q12h PO AC for 10-14 days หรือให้ยาต่อเนื่องจนอาการหายสนิท และให้ยาต่อไปอีก 1-2 สัปดาห์
	--	Enrofloxacin 5 mg/kg q24h PO AC for 10-14 days หรือให้ยาต่อเนื่องจนอาการหายสนิท และให้ยาต่อไปอีก 1-2 สัปดาห์ 
	--		Marbofloxacin 5.5-11 mg/kg q24h PO AC for 10-14 days หรือให้ยาต่อเนื่องจนอาการหายสนิท และให้ยาต่อไปอีก 1-2 สัปดาห์
ผศ.สพ.ญ.ดร.นิภัทรา สวนไพรินทร์, ผศ.น.สพ.ดร.ภัทรรัฐ จันทร์ฉายทอง ผู้ทำการอ่านผลและแนะนำ 18 ธันวาคม พ.ศ.2562",pseudomonas oleovorans,pseudomonas,,,,,,,,,,,,,,,,,,,,,,,,,trimethoprim/sulfamethoxazole,enrofloxacin,marbofloxacin,,,,,,,,,,,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
2161,6215358,cat,Urine,"Catheterization
VITEK ID/AST card
GN/GN-AST
Isolate No.
MIC2520/2019
3)	ผลจากห้องปฏิบัติการ (Vitek®):	
Bacterial Species identification
Pseudomonas aeruginosa (2.0x103 CFU/ml)
Antimicrobials
Results
MIC
S/I/R
ESBL
NA
NA
Ampicillin
NA
NA
Amoxicillin/clavulanic acid
NA
NA
Cephalexin
NA
NA
Cephalothin
NA
NA
Cefpodoxime
NA
NA
Cefovecin
NA
NA
Ceftiofur
NA
NA
Imipenem
<=0.25
S
Amikacin
<=2
S
Antimicrobials
Results
MIC
S/I/R
Gentamicin
<=1
S
Neomycin
NA
NA
Enrofloxacin
>=4
R
Marbofloxacin
>=4
R
Pradofloxacin
NA
NA
Doxycycline
NA
NA
Tetracycline
NA
NA
Nitrofurantoin
NA
NA
Chloramphenicol
NA
NA
Sulfamethoxazole/trimethoprim
NA
NA
4)	Recommendation of antimicrobial choices
Bacterial Species identification
Pseudomonas aeruginosa (2.0x103 CFU/ml)
--	จากการทำ urine quantitative culture บ่งชี้ว่าเป็น UTI
--	ยาต้านจุลชีพที่แนะนำ ตามลำดับ ได้แก่
	--	Amikacin 15 mg/kg q24h SC, IM for at least 10 days หรือให้ยาต่อเนื่องจนอาการหายสนิท และให้ยาต่อไปอีก 1-2 สัปดาห์ (ควร monitor ไตและภาวะแห้งน้ำของแมว ไม่ควรใช้ยานี้หากแมวมีความผิดปกติของไตหรือเกิดภาวะแห้งน้ำ เนื่องจากจะทำให้เกิดความเป็นพิษต่อไตมากขึ้น)
	--	Gentamicin 3 mg/kg q24h SC, IM for at least 10 days หรือให้ยาต่อเนื่องจนอาการหายสนิท และให้ยาต่อไปอีก 1-2 สัปดาห์ (ควร monitor ไตและภาวะแห้งน้ำของแมว ไม่ควรใช้ยานี้หากแมวมีความผิดปกติของไตหรือเกิดภาวะแห้งน้ำ เนื่องจากจะทำให้เกิดความเป็นพิษต่อไตมากขึ้น)
	--	Imipenem 10 mg/kg q8h IV infusion over 20-60 minutes for at least 10 days หรือให้ยาต่อเนื่องจนอาการหายสนิท และให้ยาต่อไปอีก 1-2 สัปดาห์ 
ผศ.สพ.ญ.ดร.นิภัทรา สวนไพรินทร์, ผศ.น.สพ.ดร.ภัทรรัฐ จันทร์ฉายทอง ผู้ทำการอ่านผลและแนะนำ 2 ธันวาคม พ.ศ.2562","รวจห้องปฏิบัติการจุลชีววิทยา 
		Results of Antimicrobial Susceptibility Testing (AST)
		HN 6215358 Clinician น.สพ.ทศพร                                    
		รายงานผลตรวจห้องปฏิบัติการจุลชีววิทยา 
		Results of Antimicrobial Susceptibility Testing (AST)
		HN 6215358 Clinician น.สพ.ทศพร                                    
----media/image2.png----
1)	ข้อมูลการส่ง และประวัติของตัวอย่าง	
Date of sample collection
26 Nov 2019
Date of submission
26 Nov 2019
Owner
จินดา นาคจินวงษ์
Patient
เบคแฮม
Species
Cat
Breed
Mixed breed
Sex
Male
Birth date
Year 1999
2)	ข้อมูลห้องปฏิบัติการ
Submitted sample
Urine 
Method of collection
Catheterization
VITEK ID/AST card
GN/GN-AST
Isolate No.
MIC2520/2019
3)	ผลจากห้องปฏิบัติการ (Vitek®):	
Bacterial Species identification
Pseudomonas aeruginosa (2.0x103 CFU/ml)
Antimicrobials
Results
MIC
S/I/R
ESBL
NA
NA
Ampicillin
NA
NA
Amoxicillin/clavulanic acid
NA
NA
Cephalexin
NA
NA
Cephalothin
NA
NA
Cefpodoxime
NA
NA
Cefovecin
NA
NA
Ceftiofur
NA
NA
Imipenem
<=0.25
S
Amikacin
<=2
S
Antimicrobials
Results
MIC
S/I/R
Gentamicin
<=1
S
Neomycin
NA
NA
Enrofloxacin
>=4
R
Marbofloxacin
>=4
R
Pradofloxacin
NA
NA
Doxycycline
NA
NA
Tetracycline
NA
NA
Nitrofurantoin
NA
NA
Chloramphenicol
NA
NA
Sulfamethoxazole/trimethoprim
NA
NA
4)	Recommendation of antimicrobial choices
Bacterial Species identification
Pseudomonas aeruginosa (2.0x103 CFU/ml)
--	จากการทำ urine quantitative culture บ่งชี้ว่าเป็น UTI
--	ยาต้านจุลชีพที่แนะนำ ตามลำดับ ได้แก่
	--	Amikacin 15 mg/kg q24h SC, IM for at least 10 days หรือให้ยาต่อเนื่องจนอาการหายสนิท และให้ยาต่อไปอีก 1-2 สัปดาห์ (ควร monitor ไตและภาวะแห้งน้ำของแมว ไม่ควรใช้ยานี้หากแมวมีความผิดปกติของไตหรือเกิดภาวะแห้งน้ำ เนื่องจากจะทำให้เกิดความเป็นพิษต่อไตมากขึ้น)
	--	Gentamicin 3 mg/kg q24h SC, IM for at least 10 days หรือให้ยาต่อเนื่องจนอาการหายสนิท และให้ยาต่อไปอีก 1-2 สัปดาห์ (ควร monitor ไตและภาวะแห้งน้ำของแมว ไม่ควรใช้ยานี้หากแมวมีความผิดปกติของไตหรือเกิดภาวะแห้งน้ำ เนื่องจากจะทำให้เกิดความเป็นพิษต่อไตมากขึ้น)
	--	Imipenem 10 mg/kg q8h IV infusion over 20-60 minutes for at least 10 days หรือให้ยาต่อเนื่องจนอาการหายสนิท และให้ยาต่อไปอีก 1-2 สัปดาห์ 
ผศ.สพ.ญ.ดร.นิภัทรา สวนไพรินทร์, ผศ.น.สพ.ดร.ภัทรรัฐ จันทร์ฉายทอง ผู้ทำการอ่านผลและแนะนำ 2 ธันวาคม พ.ศ.2562",pseudomonas aeruginosa,pseudomonas,S,,,,,,,,,,R,,S,S,R,,,,,,,,,,amikacin,gentamicin,imipenem,,,,,,,,,,,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,
2162,6215416,dog,Open wound,"NA
VITEK ID/AST card
GN/GN-AST
Isolate No.
MIC2547/2019
3)	ผลจากห้องปฏิบัติการ (Vitek®):	
Bacterial Species identification
Escherichia coli 
Antimicrobials
Results
MIC
S/I/R
ESBL
NEG
-
Ampicillin
>=32
R
Amoxicillin/clavulanic acid
8
R
Cephalexin
8
R
Cephalothin
16
R
Cefpodoxime
<=0.25
S
Cefovecin
<=0.5
S
Ceftiofur
<=1
S
Imipenem
<=0.25
S
Amikacin
<=2
S
Antimicrobials
Results
MIC
S/I/R
Gentamicin
<=1
S
Neomycin
<=2
S
Enrofloxacin
<=0.12
S
Marbofloxacin
<=0.5
S
Pradofloxacin
<=0.12
S
Doxycycline
8
I
Tetracycline
>=16
R
Nitrofurantoin
<=16
S
Chloramphenicol
>=64
R
Sulfamethoxazole/trimethoprim
>=320
R
4)	Recommendation of antimicrobial choices
Bacterial Species identification
Escherichia coli
--	แนะนำให้ล้างทำความสะอาดบาดแผลด้วย wound irrigation solution  หรือ antiseptics ที่ได้ผลต่อเชื้อและทำลาย biofilms เช่น Prontosan® ร่วมกับการใช้ยาฆ่าเชื้อ เช่น silver alginate หรือยาต้านจุลชีพเฉพาะที่ เช่น amikacin
--		 ในกรณีที่มีการอักเสบติดเชื้อรุนแรง มีการติดเชื้อชั้นลึก หรือเสี่ยงต่อการติดเชื้อตามระบบ ยาต้านจุลชีพที่แนะนำ ตามลำดับ ได้แก่
	--		Cefovecin 8 mg/kg SC once อาจให้ซ้ำได้อีก 1 ครั้งหลังจากให้เข็มแรก 7-14 วัน หากอาการยังไม่หายสนิท
	--		Enrofloxacin 5 mg/kg q24h PO AC for 7-10 days หรือให้ยาต่อเนื่องจนอาการหายสนิท และให้ยาต่อไปอีก 2-3 วัน ในกรณีที่เป็นการติดเชื้อฉับพลัน หรือ 1-2 สัปดาห์ ในกรณีที่เป็นการติดเชื้อเรื้อรัง
	--		Marbofloxacin 5.5-11 mg/kg q24h PO AC for 7-10 days หรือให้ยาต่อเนื่องจนอาการหายสนิท และให้ยาต่อไปอีก 2-3 วัน ในกรณีที่เป็นการติดเชื้อฉับพลัน หรือ 1-2 สัปดาห์ ในกรณีที่เป็นการติดเชื้อเรื้อรัง
ผศ.สพ.ญ.ดร.นิภัทรา สวนไพรินทร์, ผศ.น.สพ.ดร.ภัทรรัฐ จันทร์ฉายทอง ผู้ทำการอ่านผลและแนะนำ 6 ธันวาคม พ.ศ.2562","รวจห้องปฏิบัติการจุลชีววิทยา 
		Results of Antimicrobial Susceptibility Testing (AST)
		HN 6215416 Clinician น.สพ.อรรคพล                                     
		รายงานผลตรวจห้องปฏิบัติการจุลชีววิทยา 
		Results of Antimicrobial Susceptibility Testing (AST)
		HN 6215416 Clinician น.สพ.อรรคพล                                     
----media/image2.png----
1)	ข้อมูลการส่ง และประวัติของตัวอย่าง	
Date of sample collection
30 Nov 2019
Date of submission
30 Nov 2019
Owner
สปันนา วงศ์เงินงาม
Patient
ไซม่อน
Species
Dog
Breed
Mixed breed
Sex
Male
Birth date
27 Sep 2003
2)	ข้อมูลห้องปฏิบัติการ
Submitted sample
Open wound
Method of collection
NA
VITEK ID/AST card
GN/GN-AST
Isolate No.
MIC2547/2019
3)	ผลจากห้องปฏิบัติการ (Vitek®):	
Bacterial Species identification
Escherichia coli 
Antimicrobials
Results
MIC
S/I/R
ESBL
NEG
-
Ampicillin
>=32
R
Amoxicillin/clavulanic acid
8
R
Cephalexin
8
R
Cephalothin
16
R
Cefpodoxime
<=0.25
S
Cefovecin
<=0.5
S
Ceftiofur
<=1
S
Imipenem
<=0.25
S
Amikacin
<=2
S
Antimicrobials
Results
MIC
S/I/R
Gentamicin
<=1
S
Neomycin
<=2
S
Enrofloxacin
<=0.12
S
Marbofloxacin
<=0.5
S
Pradofloxacin
<=0.12
S
Doxycycline
8
I
Tetracycline
>=16
R
Nitrofurantoin
<=16
S
Chloramphenicol
>=64
R
Sulfamethoxazole/trimethoprim
>=320
R
4)	Recommendation of antimicrobial choices
Bacterial Species identification
Escherichia coli
--	แนะนำให้ล้างทำความสะอาดบาดแผลด้วย wound irrigation solution  หรือ antiseptics ที่ได้ผลต่อเชื้อและทำลาย biofilms เช่น Prontosan® ร่วมกับการใช้ยาฆ่าเชื้อ เช่น silver alginate หรือยาต้านจุลชีพเฉพาะที่ เช่น amikacin
--		 ในกรณีที่มีการอักเสบติดเชื้อรุนแรง มีการติดเชื้อชั้นลึก หรือเสี่ยงต่อการติดเชื้อตามระบบ ยาต้านจุลชีพที่แนะนำ ตามลำดับ ได้แก่
	--		Cefovecin 8 mg/kg SC once อาจให้ซ้ำได้อีก 1 ครั้งหลังจากให้เข็มแรก 7-14 วัน หากอาการยังไม่หายสนิท
	--		Enrofloxacin 5 mg/kg q24h PO AC for 7-10 days หรือให้ยาต่อเนื่องจนอาการหายสนิท และให้ยาต่อไปอีก 2-3 วัน ในกรณีที่เป็นการติดเชื้อฉับพลัน หรือ 1-2 สัปดาห์ ในกรณีที่เป็นการติดเชื้อเรื้อรัง
	--		Marbofloxacin 5.5-11 mg/kg q24h PO AC for 7-10 days หรือให้ยาต่อเนื่องจนอาการหายสนิท และให้ยาต่อไปอีก 2-3 วัน ในกรณีที่เป็นการติดเชื้อฉับพลัน หรือ 1-2 สัปดาห์ ในกรณีที่เป็นการติดเชื้อเรื้อรัง
ผศ.สพ.ญ.ดร.นิภัทรา สวนไพรินทร์, ผศ.น.สพ.ดร.ภัทรรัฐ จันทร์ฉายทอง ผู้ทำการอ่านผลและแนะนำ 6 ธันวาคม พ.ศ.2562",escherichia coli,escherichia,S,R,R,R,R,S,S,S,R,I,S,-,S,S,S,S,S,,,S,,R,,R,cefovecin,enrofloxacin,marbofloxacin,,,,,,,,,,,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
2163,6215502,cat,Abdominal effusion,"NA
VITEK ID/AST card
GN/GN-AST
Isolate No.
MIC2541/2019
3)	ผลจากห้องปฏิบัติการ (Vitek®):	
Bacterial Species identification
Burkholderia cepacia group 
Antimicrobials
Results
MIC
S/I/R
ESBL
NA
NA
Ampicillin
NA
NA
Amoxicillin/clavulanic acid
NA
NA
Cephalexin
NA
NA
Cephalothin
NA
NA
Cefpodoxime
NA
NA
Cefovecin
NA
NA
Ceftiofur
NA
NA
Imipenem
>=16
R
Amikacin
>=64
R
Antimicrobials
Results
MIC
S/I/R
Gentamicin
>=16
R
Neomycin
NA
NA
Enrofloxacin
0.5
*R
Marbofloxacin
1
S
Pradofloxacin
NA
NA
Doxycycline
4
S
Tetracycline
>=16
R
Nitrofurantoin
NA
NA
Chloramphenicol
16
*R
Sulfamethoxazole/trimethoprim
<=20
S
4)	Recommendation of antimicrobial choices
Bacterial Species identification
Burkholderia cepacia group
--	แนะนำให้วินิจฉัยร่วมกับการทำ fluid evaluation ที่บ่งชี้ว่าเป็น septic exudate
--	การติดเชื้อในช่องท้องจัดเป็น medical emergency มีอันตรายและความเสี่ยงที่ทำให้เกิดการติดเชื้อทั่วร่างกาย จำเป็นต้องใช้ยาต้านจุลชีพตามระบบ แนะนำให้ใช้ยาฉีดมากกว่ายากิน ซึ่งยาที่แนะนำ ได้แก่
	--	Marbofloxacin 11-22 mg/kg q24h หรือแบ่งให้ 5.5-11 mg/kg q24h SC, IV (หรือ PO AC ขึ้นกับความรุนแรงของอาการ) for at least 7 d หรือให้ยาต่อเนื่องจนอาการหายสนิท และให้ยาต่อไปอีก 2-3 วัน
	--	(หากอาการไม่รุนแรง) Sulfamethoxazole/trimethoprim 30 mg/kg q12h PO AC for at least 7 d หรือให้ยาต่อเนื่องจนอาการหายสนิท และให้ยาต่อไปอีก 2-3 วัน
ผศ.สพ.ญ.ดร.นิภัทรา สวนไพรินทร์, ผศ.น.สพ.ดร.ภัทรรัฐ จันทร์ฉายทอง ผู้ทำการอ่านผลและแนะนำ 6 ธันวาคม พ.ศ.2562","รวจห้องปฏิบัติการจุลชีววิทยา 
		Results of Antimicrobial Susceptibility Testing (AST)
		HN 6215502 Clinician สพ.ญ.จุฑามาศ                                    
		รายงานผลตรวจห้องปฏิบัติการจุลชีววิทยา 
		Results of Antimicrobial Susceptibility Testing (AST)
		HN 6215502 Clinician สพ.ญ.จุฑามาศ                                    
----media/image2.png----
1)	ข้อมูลการส่ง และประวัติของตัวอย่าง	
Date of sample collection
29 Nov 2019
Date of submission
29 Nov 2019
Owner
สุพัตรา สุขพูล
Patient
น้องมิล
Species
Cat
Breed
Persian
Sex
Female
Birth date
July 2019
2)	ข้อมูลห้องปฏิบัติการ
Submitted sample
Abdominal effusion
Method of collection
NA
VITEK ID/AST card
GN/GN-AST
Isolate No.
MIC2541/2019
3)	ผลจากห้องปฏิบัติการ (Vitek®):	
Bacterial Species identification
Burkholderia cepacia group 
Antimicrobials
Results
MIC
S/I/R
ESBL
NA
NA
Ampicillin
NA
NA
Amoxicillin/clavulanic acid
NA
NA
Cephalexin
NA
NA
Cephalothin
NA
NA
Cefpodoxime
NA
NA
Cefovecin
NA
NA
Ceftiofur
NA
NA
Imipenem
>=16
R
Amikacin
>=64
R
Antimicrobials
Results
MIC
S/I/R
Gentamicin
>=16
R
Neomycin
NA
NA
Enrofloxacin
0.5
*R
Marbofloxacin
1
S
Pradofloxacin
NA
NA
Doxycycline
4
S
Tetracycline
>=16
R
Nitrofurantoin
NA
NA
Chloramphenicol
16
*R
Sulfamethoxazole/trimethoprim
<=20
S
4)	Recommendation of antimicrobial choices
Bacterial Species identification
Burkholderia cepacia group
--	แนะนำให้วินิจฉัยร่วมกับการทำ fluid evaluation ที่บ่งชี้ว่าเป็น septic exudate
